orderId^broker_execution_id^broker_order_id^username^account^clearing_house_account^contract_type^symbol^symbol_description^side^side_type^side_type_override^open_close^open_close_override^is_etb_override^exchange_name^order_state^order_quantity^fill_quantity^order_price^fill_price^mc_execution_timestamp^execution_type^liquidity_provide_take^market_connector_name^memo^underlying_symbol^option_type^symbol_strike^mc_sent_order_number^parent_order_id^display_size
20200228NSDQC137^^^schaerbny^105162^7VST1209^EQUITY^SPY^SPDR S&P 500 ETF Trust^BUY^L^F^O^F^F^INET^OR^5000^0^287.490000^.000000^02/28/2020 08:27:55:020^LIMIT^0^NSDQC^^^^^137^^
20200228STRATB841^^^schaerbny^105162^7VST1209^STRATEGY^NDX   200717P10100000^NDX Jul-20 10100.0000 Put^SELL^L^F^O^F^F^RSKY^OS^1^0^1921.000000^.000000^02/28/2020 08:31:52:640^LIMIT^0^STRATB^^NDX^P^10100.0000000000^841^^
20200228STRATB841^^^schaerbny^105162^7VST1209^STRATEGY^NDX   200717P10100000^NDX Jul-20 10100.0000 Put^SELL^L^F^O^F^F^RSKY^O^1^0^1921.000000^.000000^02/28/2020 08:31:52:640^LIMIT^0^STRATB^^NDX^P^10100.0000000000^841^^
20200228STRATB841^^^schaerbny^105162^7VST1209^STRATEGY^NDX   200717P10100000^NDX Jul-20 10100.0000 Put^SELL^L^F^O^F^F^RSKY^CS^1^0^1921.000000^.000000^02/28/2020 08:31:58:367^LIMIT^0^STRATB^^NDX^P^10100.0000000000^842^^
20200228STRATB841^^^schaerbny^105162^7VST1209^STRATEGY^NDX   200717P10100000^NDX Jul-20 10100.0000 Put^SELL^L^F^O^F^F^RSKY^X^1^0^1921.000000^.000000^02/28/2020 08:31:58:367^LIMIT^0^STRATB^^NDX^P^10100.0000000000^841^^
20200228OPTA8962^^^schaerbny^105162^7VST1209^EQUITYOPTION^NDX   200821P10100000^NDX Aug-20 10100.0000 Put^SELLSH^S^F^O^F^F^PHLX^OR^1^0^1931.000000^.000000^02/28/2020 08:32:13:663^LIMIT^0^OPTA^^NDX^P^10100.0000000000^8962^^
20200228OPTA8962^^^schaerbny^105162^7VST1209^EQUITYOPTION^NDX   200821P10100000^NDX Aug-20 10100.0000 Put^SELLSH^S^F^O^F^F^PHLX^OS^1^0^1931.000000^.000000^02/28/2020 08:32:13:663^LIMIT^0^OPTA^^NDX^P^10100.0000000000^8962^^
20200228OPTA8962^ACK-1926910^228200001926910^schaerbny^105162^7VST1209^EQUITYOPTION^NDX   200821P10100000^NDX Aug-20 10100.0000 Put^SELLSH^S^F^O^F^F^PHLX^O^1^0^1931.000000^.000000^02/28/2020 08:32:13:663^LIMIT^0^OPTA^^NDX^P^10100.0000000000^8962^^
20200228OPTA8962^^^schaerbny^105162^7VST1209^EQUITYOPTION^NDX   200821P10100000^NDX Aug-20 10100.0000 Put^SELLSH^S^F^O^F^F^PHLX^CS^1^0^1931.000000^.000000^02/28/2020 08:32:16:607^LIMIT^0^OPTA^^NDX^P^10100.0000000000^8966^^
20200228OPTA8962^ACK-1926910^228200001926910^schaerbny^105162^7VST1209^EQUITYOPTION^NDX   200821P10100000^NDX Aug-20 10100.0000 Put^SELLSH^S^F^O^F^F^PHLX^CA^1^0^1931.000000^.000000^02/28/2020 08:32:16:607^LIMIT^0^OPTA^^NDX^P^10100.0000000000^8962^^
20200228OPTA8962^CXL-1926910^228200001926910^schaerbny^105162^7VST1209^EQUITYOPTION^NDX   200821P10100000^NDX Aug-20 10100.0000 Put^SELLSH^S^F^O^F^F^PHLX^X^1^0^1931.000000^.000000^02/28/2020 08:32:16:607^LIMIT^0^OPTA^^NDX^P^10100.0000000000^8962^^
20200228STRATB876^^^schaerbny^105162^7VST1209^STRATEGY^TSLA  200313C01880000^TSLA Mar-20 1880.0000 Call^SELL^L^F^O^F^F^RSKY^OR^2^0^.100000^.000000^02/28/2020 08:34:07:983^LIMIT^0^STRATB^^TSLA^C^1880.0000000000^876^^
20200228STRATB876^^^schaerbny^105162^7VST1209^STRATEGY^TSLA  200313C01880000^TSLA Mar-20 1880.0000 Call^SELL^L^F^O^F^F^RSKY^OS^2^0^.100000^.000000^02/28/2020 08:34:07:983^LIMIT^0^STRATB^^TSLA^C^1880.0000000000^876^^
20200228STRATB876^^^schaerbny^105162^7VST1209^STRATEGY^TSLA  200313C01880000^TSLA Mar-20 1880.0000 Call^SELL^L^F^O^F^F^RSKY^O^2^0^.100000^.000000^02/28/2020 08:34:07:983^LIMIT^0^STRATB^^TSLA^C^1880.0000000000^876^^
20200228STRATB876^P142-36737^20200228OPTA10445^schaerbny^105162^7VST1209^STRATEGY^TSLA  200313C01880000^TSLA Mar-20 1880.0000 Call^SELL^L^F^O^F^F^RSKY^F^2^2^.100000^.100000^02/28/2020 08:34:07:987^LIMIT^0^STRATB^^TSLA^C^1880.0000000000^876^^
20200228OPTA10444^^^schaerbny^105162^7VST1209^EQUITYOPTION^TSLA  200313C01880000^TSLA Mar-20 1880.0000 Call^SELLSH^S^F^O^F^F^BOX^OR^2^0^.100000^.000000^02/28/2020 08:34:07:983^LIMIT^0^OPTA^^TSLA^C^1880.0000000000^10444^20200228STRATB876^
20200228OPTA10444^^^schaerbny^105162^7VST1209^EQUITYOPTION^TSLA  200313C01880000^TSLA Mar-20 1880.0000 Call^SELLSH^S^F^O^F^F^BOX^OS^2^0^.100000^.000000^02/28/2020 08:34:07:983^LIMIT^0^OPTA^^TSLA^C^1880.0000000000^10444^20200228STRATB876^
20200228OPTA10444^22200228^2002283AJHH2O^schaerbny^105162^7VST1209^EQUITYOPTION^TSLA  200313C01880000^TSLA Mar-20 1880.0000 Call^SELLSH^S^F^O^F^F^BOX^O^2^0^.100000^.000000^02/28/2020 08:34:07:983^LIMIT^0^OPTA^^TSLA^C^1880.0000000000^10444^20200228STRATB876^
20200228OPTA10444^23200228^2002283AJHH2O^schaerbny^105162^7VST1209^EQUITYOPTION^TSLA  200313C01880000^TSLA Mar-20 1880.0000 Call^SELLSH^S^F^O^F^F^BOX^X^2^0^.100000^.000000^02/28/2020 08:34:07:983^LIMIT^0^OPTA^^TSLA^C^1880.0000000000^10444^20200228STRATB876^
20200228OPTA10445^^^schaerbny^105162^7VST1209^EQUITYOPTION^TSLA  200313C01880000^TSLA Mar-20 1880.0000 Call^SELLSH^S^F^O^F^F^PHLX^OR^2^0^.100000^.000000^02/28/2020 08:34:07:987^LIMIT^0^OPTA^^TSLA^C^1880.0000000000^10445^20200228STRATB876^
20200228OPTA10445^^^schaerbny^105162^7VST1209^EQUITYOPTION^TSLA  200313C01880000^TSLA Mar-20 1880.0000 Call^SELLSH^S^F^O^F^F^PHLX^OS^2^0^.100000^.000000^02/28/2020 08:34:07:987^LIMIT^0^OPTA^^TSLA^C^1880.0000000000^10445^20200228STRATB876^
20200228OPTA10445^ACK-2315941^228200002315941^schaerbny^105162^7VST1209^EQUITYOPTION^TSLA  200313C01880000^TSLA Mar-20 1880.0000 Call^SELLSH^S^F^O^F^F^PHLX^O^2^0^.100000^.000000^02/28/2020 08:34:07:987^LIMIT^0^OPTA^^TSLA^C^1880.0000000000^10445^20200228STRATB876^
20200228OPTA10445^2124475-2315941^228200002315941^schaerbny^105162^7VST1209^EQUITYOPTION^TSLA  200313C01880000^TSLA Mar-20 1880.0000 Call^SELLSH^S^F^O^F^F^PHLX^F^2^2^.100000^.100000^02/28/2020 08:34:07:987^LIMIT^0^OPTA^^TSLA^C^1880.0000000000^10445^20200228STRATB876^
20200228STRATB879^^^schaerbny^105162^7VST1209^STRATEGY^TSLA  200313C01600000^TSLA Mar-20 1600.0000 Call^BUY^L^F^O^F^F^RSKY^OR^2^0^.010000^.000000^02/28/2020 08:34:11:897^LIMIT^0^STRATB^^TSLA^C^1600.0000000000^879^^
20200228STRATB879^^^schaerbny^105162^7VST1209^STRATEGY^TSLA  200313C01600000^TSLA Mar-20 1600.0000 Call^BUY^L^F^O^F^F^RSKY^OS^2^0^.010000^.000000^02/28/2020 08:34:11:897^LIMIT^0^STRATB^^TSLA^C^1600.0000000000^879^^
20200228STRATB879^^^schaerbny^105162^7VST1209^STRATEGY^TSLA  200313C01600000^TSLA Mar-20 1600.0000 Call^BUY^L^F^O^F^F^RSKY^O^2^0^.010000^.000000^02/28/2020 08:34:11:897^LIMIT^0^STRATB^^TSLA^C^1600.0000000000^879^^
20200228STRATB879^P142-36776^20200228OPTA10457^schaerbny^105162^7VST1209^STRATEGY^TSLA  200313C01600000^TSLA Mar-20 1600.0000 Call^BUY^L^F^O^F^F^RSKY^F^2^2^.010000^.010000^02/28/2020 08:34:11:900^LIMIT^0^STRATB^^TSLA^C^1600.0000000000^879^^
20200228OPTA10456^^^schaerbny^105162^7VST1209^EQUITYOPTION^TSLA  200313C01600000^TSLA Mar-20 1600.0000 Call^BUY^L^F^O^F^F^BOX^OR^2^0^.010000^.000000^02/28/2020 08:34:11:897^LIMIT^0^OPTA^^TSLA^C^1600.0000000000^10456^20200228STRATB879^
20200228OPTA10456^^^schaerbny^105162^7VST1209^EQUITYOPTION^TSLA  200313C01600000^TSLA Mar-20 1600.0000 Call^BUY^L^F^O^F^F^BOX^OS^2^0^.010000^.000000^02/28/2020 08:34:11:897^LIMIT^0^OPTA^^TSLA^C^1600.0000000000^10456^20200228STRATB879^
20200228OPTA10456^24200228^2002281APZH2O^schaerbny^105162^7VST1209^EQUITYOPTION^TSLA  200313C01600000^TSLA Mar-20 1600.0000 Call^BUY^L^F^O^F^F^BOX^O^2^0^.010000^.000000^02/28/2020 08:34:11:897^LIMIT^0^OPTA^^TSLA^C^1600.0000000000^10456^20200228STRATB879^
20200228OPTA10456^25200228^2002281APZH2O^schaerbny^105162^7VST1209^EQUITYOPTION^TSLA  200313C01600000^TSLA Mar-20 1600.0000 Call^BUY^L^F^O^F^F^BOX^X^2^0^.010000^.000000^02/28/2020 08:34:11:897^LIMIT^0^OPTA^^TSLA^C^1600.0000000000^10456^20200228STRATB879^
20200228OPTA10457^^^schaerbny^105162^7VST1209^EQUITYOPTION^TSLA  200313C01600000^TSLA Mar-20 1600.0000 Call^BUY^L^F^O^F^F^PHLX^OR^2^0^.010000^.000000^02/28/2020 08:34:11:897^LIMIT^0^OPTA^^TSLA^C^1600.0000000000^10457^20200228STRATB879^
20200228OPTA10457^^^schaerbny^105162^7VST1209^EQUITYOPTION^TSLA  200313C01600000^TSLA Mar-20 1600.0000 Call^BUY^L^F^O^F^F^PHLX^OS^2^0^.010000^.000000^02/28/2020 08:34:11:897^LIMIT^0^OPTA^^TSLA^C^1600.0000000000^10457^20200228STRATB879^
20200228OPTA10457^ACK-2330601^228200002330601^schaerbny^105162^7VST1209^EQUITYOPTION^TSLA  200313C01600000^TSLA Mar-20 1600.0000 Call^BUY^L^F^O^F^F^PHLX^O^2^0^.010000^.000000^02/28/2020 08:34:11:900^LIMIT^0^OPTA^^TSLA^C^1600.0000000000^10457^20200228STRATB879^
20200228OPTA10457^2125151-2330601^228200002330601^schaerbny^105162^7VST1209^EQUITYOPTION^TSLA  200313C01600000^TSLA Mar-20 1600.0000 Call^BUY^L^F^O^F^F^PHLX^F^2^2^.010000^.010000^02/28/2020 08:34:11:900^LIMIT^0^OPTA^^TSLA^C^1600.0000000000^10457^20200228STRATB879^
20200228STRATB888^^^schaerbny^105162^7VST1209^STRATEGY^SPY   200619C00360000^SPY Jun-20 360.0000 Call^SELL^L^F^O^F^F^RSKY^OR^5^0^.210000^.000000^02/28/2020 08:34:20:087^LIMIT^0^STRATB^^SPY^C^360.0000000000^888^^
20200228STRATB888^^^schaerbny^105162^7VST1209^STRATEGY^SPY   200619C00360000^SPY Jun-20 360.0000 Call^SELL^L^F^O^F^F^RSKY^OS^5^0^.210000^.000000^02/28/2020 08:34:20:087^LIMIT^0^STRATB^^SPY^C^360.0000000000^888^^
20200228STRATB888^^^schaerbny^105162^7VST1209^STRATEGY^SPY   200619C00360000^SPY Jun-20 360.0000 Call^SELL^L^F^O^F^F^RSKY^O^5^0^.210000^.000000^02/28/2020 08:34:20:087^LIMIT^0^STRATB^^SPY^C^360.0000000000^888^^
20200228STRATB888^P142-36958^20200228OPTA10520^schaerbny^105162^7VST1209^STRATEGY^SPY   200619C00360000^SPY Jun-20 360.0000 Call^SELL^L^F^O^F^F^RSKY^F^5^5^.210000^.210000^02/28/2020 08:34:20:090^LIMIT^0^STRATB^^SPY^C^360.0000000000^888^^
20200228OPTA10519^^^schaerbny^105162^7VST1209^EQUITYOPTION^SPY   200619C00360000^SPY Jun-20 360.0000 Call^SELLSH^S^F^O^F^F^BOX^OR^5^0^.210000^.000000^02/28/2020 08:34:20:087^LIMIT^0^OPTA^^SPY^C^360.0000000000^10519^20200228STRATB888^
20200228OPTA10519^^^schaerbny^105162^7VST1209^EQUITYOPTION^SPY   200619C00360000^SPY Jun-20 360.0000 Call^SELLSH^S^F^O^F^F^BOX^OS^5^0^.210000^.000000^02/28/2020 08:34:20:087^LIMIT^0^OPTA^^SPY^C^360.0000000000^10519^20200228STRATB888^
20200228OPTA10519^28200228^2002281AN5MGK^schaerbny^105162^7VST1209^EQUITYOPTION^SPY   200619C00360000^SPY Jun-20 360.0000 Call^SELLSH^S^F^O^F^F^BOX^O^5^0^.210000^.000000^02/28/2020 08:34:20:087^LIMIT^0^OPTA^^SPY^C^360.0000000000^10519^20200228STRATB888^
20200228OPTA10519^29200228^2002281AN5MGK^schaerbny^105162^7VST1209^EQUITYOPTION^SPY   200619C00360000^SPY Jun-20 360.0000 Call^SELLSH^S^F^O^F^F^BOX^X^5^0^.210000^.000000^02/28/2020 08:34:20:087^LIMIT^0^OPTA^^SPY^C^360.0000000000^10519^20200228STRATB888^
20200228OPTA10520^^^schaerbny^105162^7VST1209^EQUITYOPTION^SPY   200619C00360000^SPY Jun-20 360.0000 Call^SELLSH^S^F^O^F^F^NSDQ^OR^5^0^.210000^.000000^02/28/2020 08:34:20:087^LIMIT^0^OPTA^^SPY^C^360.0000000000^10520^20200228STRATB888^
20200228OPTA10520^^^schaerbny^105162^7VST1209^EQUITYOPTION^SPY   200619C00360000^SPY Jun-20 360.0000 Call^SELLSH^S^F^O^F^F^NSDQ^OS^5^0^.210000^.000000^02/28/2020 08:34:20:087^LIMIT^0^OPTA^^SPY^C^360.0000000000^10520^20200228STRATB888^
20200228OPTA10520^ACK-7170^228200002362437^schaerbny^105162^7VST1209^EQUITYOPTION^SPY   200619C00360000^SPY Jun-20 360.0000 Call^SELLSH^S^F^O^F^F^NSDQ^O^5^0^.210000^.000000^02/28/2020 08:34:20:090^LIMIT^0^OPTA^^SPY^C^360.0000000000^10520^20200228STRATB888^
20200228OPTA10520^5099646^228200002362437^schaerbny^105162^7VST1209^EQUITYOPTION^SPY   200619C00360000^SPY Jun-20 360.0000 Call^SELLSH^S^F^O^F^F^NSDQ^F^5^5^.210000^.210000^02/28/2020 08:34:20:090^LIMIT^0^OPTA^^SPY^C^360.0000000000^10520^20200228STRATB888^
20200228STRATB889^^^schaerbny^105162^7VST1209^STRATEGY^SPY   200619C00357000^SPY Jun-20 357.0000 Call^BUY^L^F^O^F^F^RSKY^OR^2^0^.120000^.000000^02/28/2020 08:34:22:500^LIMIT^0^STRATB^^SPY^C^357.0000000000^889^^
20200228STRATB889^^^schaerbny^105162^7VST1209^STRATEGY^SPY   200619C00357000^SPY Jun-20 357.0000 Call^BUY^L^F^O^F^F^RSKY^OS^2^0^.120000^.000000^02/28/2020 08:34:22:500^LIMIT^0^STRATB^^SPY^C^357.0000000000^889^^
20200228STRATB889^^^schaerbny^105162^7VST1209^STRATEGY^SPY   200619C00357000^SPY Jun-20 357.0000 Call^BUY^L^F^O^F^F^RSKY^O^2^0^.120000^.000000^02/28/2020 08:34:22:500^LIMIT^0^STRATB^^SPY^C^357.0000000000^889^^
20200228STRATB889^P142-36966^20200228OPTA10522^schaerbny^105162^7VST1209^STRATEGY^SPY   200619C00357000^SPY Jun-20 357.0000 Call^BUY^L^F^O^F^F^RSKY^F^2^2^.120000^.120000^02/28/2020 08:34:22:500^LIMIT^0^STRATB^^SPY^C^357.0000000000^889^^
20200228OPTA10521^^^schaerbny^105162^7VST1209^EQUITYOPTION^SPY   200619C00357000^SPY Jun-20 357.0000 Call^BUY^L^F^O^F^F^BOX^OR^2^0^.120000^.000000^02/28/2020 08:34:22:500^LIMIT^0^OPTA^^SPY^C^357.0000000000^10521^20200228STRATB889^
20200228OPTA10521^^^schaerbny^105162^7VST1209^EQUITYOPTION^SPY   200619C00357000^SPY Jun-20 357.0000 Call^BUY^L^F^O^F^F^BOX^OS^2^0^.120000^.000000^02/28/2020 08:34:22:500^LIMIT^0^OPTA^^SPY^C^357.0000000000^10521^20200228STRATB889^
20200228OPTA10521^30200228^2002281AR0RGK^schaerbny^105162^7VST1209^EQUITYOPTION^SPY   200619C00357000^SPY Jun-20 357.0000 Call^BUY^L^F^O^F^F^BOX^O^2^0^.120000^.000000^02/28/2020 08:34:22:500^LIMIT^0^OPTA^^SPY^C^357.0000000000^10521^20200228STRATB889^
20200228OPTA10521^31200228^2002281AR0RGK^schaerbny^105162^7VST1209^EQUITYOPTION^SPY   200619C00357000^SPY Jun-20 357.0000 Call^BUY^L^F^O^F^F^BOX^X^2^0^.120000^.000000^02/28/2020 08:34:22:500^LIMIT^0^OPTA^^SPY^C^357.0000000000^10521^20200228STRATB889^
20200228OPTA10522^^^schaerbny^105162^7VST1209^EQUITYOPTION^SPY   200619C00357000^SPY Jun-20 357.0000 Call^BUY^L^F^O^F^F^NSDQ^OR^2^0^.120000^.000000^02/28/2020 08:34:22:500^LIMIT^0^OPTA^^SPY^C^357.0000000000^10522^20200228STRATB889^
20200228OPTA10522^^^schaerbny^105162^7VST1209^EQUITYOPTION^SPY   200619C00357000^SPY Jun-20 357.0000 Call^BUY^L^F^O^F^F^NSDQ^OS^2^0^.120000^.000000^02/28/2020 08:34:22:500^LIMIT^0^OPTA^^SPY^C^357.0000000000^10522^20200228STRATB889^
20200228OPTA10522^ACK-7186^228200002372045^schaerbny^105162^7VST1209^EQUITYOPTION^SPY   200619C00357000^SPY Jun-20 357.0000 Call^BUY^L^F^O^F^F^NSDQ^O^2^0^.120000^.000000^02/28/2020 08:34:22:500^LIMIT^0^OPTA^^SPY^C^357.0000000000^10522^20200228STRATB889^
20200228OPTA10522^5099990^228200002372045^schaerbny^105162^7VST1209^EQUITYOPTION^SPY   200619C00357000^SPY Jun-20 357.0000 Call^BUY^L^F^O^F^F^NSDQ^F^2^2^.120000^.120000^02/28/2020 08:34:22:500^LIMIT^0^OPTA^^SPY^C^357.0000000000^10522^20200228STRATB889^
20200228STRATB891^^^schaerbny^105162^7VST1209^STRATEGY^TSLA  200313C01600000^TSLA Mar-20 1600.0000 Call^BUY^L^F^O^F^F^RSKY^OR^1^0^.010000^.000000^02/28/2020 08:34:32:907^LIMIT^0^STRATB^^TSLA^C^1600.0000000000^891^^
20200228STRATB891^^^schaerbny^105162^7VST1209^STRATEGY^TSLA  200313C01600000^TSLA Mar-20 1600.0000 Call^BUY^L^F^O^F^F^RSKY^OS^1^0^.010000^.000000^02/28/2020 08:34:32:907^LIMIT^0^STRATB^^TSLA^C^1600.0000000000^891^^
20200228STRATB891^^^schaerbny^105162^7VST1209^STRATEGY^TSLA  200313C01600000^TSLA Mar-20 1600.0000 Call^BUY^L^F^O^F^F^RSKY^O^1^0^.010000^.000000^02/28/2020 08:34:32:907^LIMIT^0^STRATB^^TSLA^C^1600.0000000000^891^^
20200228STRATB891^P142-37008^20200228OPTA10536^schaerbny^105162^7VST1209^STRATEGY^TSLA  200313C01600000^TSLA Mar-20 1600.0000 Call^BUY^L^F^O^F^F^RSKY^F^1^1^.010000^.010000^02/28/2020 08:34:32:907^LIMIT^0^STRATB^^TSLA^C^1600.0000000000^891^^
20200228OPTA10535^^^schaerbny^105162^7VST1209^EQUITYOPTION^TSLA  200313C01600000^TSLA Mar-20 1600.0000 Call^BUY^L^F^O^F^F^BOX^OR^1^0^.010000^.000000^02/28/2020 08:34:32:907^LIMIT^0^OPTA^^TSLA^C^1600.0000000000^10535^20200228STRATB891^
20200228OPTA10535^^^schaerbny^105162^7VST1209^EQUITYOPTION^TSLA  200313C01600000^TSLA Mar-20 1600.0000 Call^BUY^L^F^O^F^F^BOX^OS^1^0^.010000^.000000^02/28/2020 08:34:32:907^LIMIT^0^OPTA^^TSLA^C^1600.0000000000^10535^20200228STRATB891^
20200228OPTA10535^32200228^2002282APZH2O^schaerbny^105162^7VST1209^EQUITYOPTION^TSLA  200313C01600000^TSLA Mar-20 1600.0000 Call^BUY^L^F^O^F^F^BOX^O^1^0^.010000^.000000^02/28/2020 08:34:32:907^LIMIT^0^OPTA^^TSLA^C^1600.0000000000^10535^20200228STRATB891^
20200228OPTA10535^33200228^2002282APZH2O^schaerbny^105162^7VST1209^EQUITYOPTION^TSLA  200313C01600000^TSLA Mar-20 1600.0000 Call^BUY^L^F^O^F^F^BOX^X^1^0^.010000^.000000^02/28/2020 08:34:32:907^LIMIT^0^OPTA^^TSLA^C^1600.0000000000^10535^20200228STRATB891^
20200228OPTA10536^^^schaerbny^105162^7VST1209^EQUITYOPTION^TSLA  200313C01600000^TSLA Mar-20 1600.0000 Call^BUY^L^F^O^F^F^PHLX^OR^1^0^.010000^.000000^02/28/2020 08:34:32:907^LIMIT^0^OPTA^^TSLA^C^1600.0000000000^10536^20200228STRATB891^
